Date,Close,Predictions,Growth,Growth Percent
2017-11-11,699.0,647.2426,-1.0,-8.062128587202592
2017-11-12,691.0,645.2332,-1.0,-7.691957749351753
2017-11-13,705.0,640.98016,-1.0,-7.2387606983764465
2017-11-14,722.0,642.8689,-1.0,-8.812922484485815
2017-11-15,704.0,652.0374,-1.0,-9.690108787980437
2017-11-16,704.0,653.15314,-1.0,-7.2225657376376065
2017-11-17,704.0,651.5,-1.0,-7.457386363636363
2017-11-18,698.0,649.5676,-1.0,-7.731871171431108
2017-11-19,698.0,645.9989,-1.0,-7.45001413077543
2017-11-20,697.0,643.2858,-1.0,-7.838706642303904
2017-11-21,688.0,641.4706,-1.0,-7.966918069628766
2017-11-22,690.0,637.30023,-1.0,-7.369152335233467
2017-11-23,690.0,634.7919,-1.0,-8.00117824388587
2017-11-24,690.0,633.7079,-1.0,-8.158277428668478
2017-11-25,700.0,633.4465,-1.0,-8.196163453917572
2017-11-26,697.0,637.1956,-1.0,-8.972054617745535
2017-11-27,697.0,639.5408,-1.0,-8.243791752600432
2017-11-28,688.0,640.5673,-1.0,-8.096510505402618
2017-11-29,694.0,637.4546,-1.0,-7.346716592478197
2017-11-30,694.0,636.49786,-1.0,-8.285610407848523
2017-12-01,694.0,636.47955,-1.0,-8.288248815179216
2017-12-02,691.0,636.73975,-1.0,-8.250757047010087
2017-12-03,704.0,635.8867,-1.0,-7.975872829232995
2017-12-04,702.0,639.8368,-1.0,-9.114092046564275
2017-12-05,714.0,642.9268,-1.0,-8.414983070134436
2017-12-06,714.0,649.04095,-1.0,-9.097905519629727
2017-12-07,714.0,653.6923,-1.0,-8.44645353258491
2017-12-08,714.0,656.1606,-1.0,-8.100758613992472
2017-12-09,732.0,657.0554,-1.0,-7.975431383490897
2017-12-10,727.0,663.79724,-1.0,-9.31731677446209
2017-12-11,746.0,667.8331,-1.0,-8.13849657732978
2017-12-12,740.0,676.64026,-1.0,-9.297552441144436
2017-12-13,717.0,681.2949,-1.0,-7.933118665540541
2017-12-14,717.0,674.5726,-1.0,-5.917354142150454
2017-12-15,717.0,667.1841,-1.0,-6.94782677388424
2017-12-16,724.0,662.43414,-1.0,-7.610300827558403
2017-12-17,733.0,662.9194,-1.0,-8.43655075157545
2017-12-18,762.0,668.15967,-1.0,-8.845884315313779
2017-12-19,774.0,683.5791,-1.0,-10.291456487860891
2017-12-20,753.0,700.54846,-1.0,-9.489862801800712
2017-12-21,753.0,703.78314,-1.0,-6.53610330812168
2017-12-22,753.0,701.8105,-1.0,-6.798076249688744
2017-12-23,756.0,698.99396,-1.0,-7.172117195281374
2017-12-24,758.0,698.0999,-1.0,-7.658741461536872
2017-12-25,732.0,698.90656,-1.0,-7.7959689741713385
2017-12-26,725.0,690.4137,-1.0,-5.681189031548839
2017-12-27,722.0,680.02325,-1.0,-6.203689049030173
2017-12-28,722.0,671.9895,-1.0,-6.926661779345568
2017-12-29,722.0,667.7574,-1.0,-7.512827527159799
2017-12-30,702.0,666.2961,-1.0,-7.715224163023719
2017-12-31,670.0,658.84827,-1.0,-6.1469705695779915
2018-01-01,688.0,640.7054,-1.0,-4.372330850629664
2018-01-02,683.0,632.9274,-1.0,-8.004734128020532
2018-01-03,677.0,629.10443,-1.0,-7.8910056877974
2018-01-04,677.0,625.6158,-1.0,-7.589987637901588
2018-01-05,677.0,623.46716,-1.0,-7.907361434868906
2018-01-06,685.0,622.3865,-1.0,-8.066990456517726
2018-01-07,692.0,624.81964,-1.0,-8.78545385207573
2018-01-08,685.0,629.7631,-1.0,-8.993768416388187
2018-01-09,676.0,630.8352,-1.0,-7.907269331660584
2018-01-10,688.0,626.949,-1.0,-7.256068844767012
2018-01-11,688.0,627.40894,-1.0,-8.806840763535611
2018-01-12,688.0,628.8463,-1.0,-8.59791955282522
2018-01-13,703.0,630.0051,-1.0,-8.429487361464389
2018-01-14,690.0,636.1713,-1.0,-9.50621256278894
2018-01-15,680.0,636.6453,-1.0,-7.732561636662137
2018-01-16,685.0,631.6482,-1.0,-7.110559800091912
2018-01-17,692.0,628.8081,-1.0,-8.203196281934307
2018-01-18,692.0,630.2413,-1.0,-8.924671680251988
2018-01-19,692.0,632.4041,-1.0,-8.612122287639993
2018-01-20,680.0,634.0163,-1.0,-8.3791479209944
2018-01-21,654.0,630.4652,-1.0,-7.284527946920956
2018-01-22,660.0,617.20917,-1.0,-5.625509559561353
2018-01-23,687.0,608.3915,-1.0,-7.819472804214016
2018-01-24,672.0,614.10535,-1.0,-10.61057544691594
2018-01-25,672.0,616.33813,-1.0,-8.283015659877233
2018-01-26,672.0,616.79364,-1.0,-8.215232122512091
2018-01-27,678.0,616.5158,-1.0,-8.256576174781435
2018-01-28,676.0,618.26355,-1.0,-8.810685869515119
2018-01-29,671.0,619.1184,-1.0,-8.414436656342456
2018-01-30,673.0,617.5018,-1.0,-7.972910578311289
2018-01-31,665.0,616.4797,-1.0,-8.398265186780275
2018-02-01,665.0,613.0322,-1.0,-7.814702772556391
2018-02-02,665.0,610.1884,-1.0,-8.242343529722744
2018-02-03,661.0,608.59064,-1.0,-8.482610946311091
2018-02-04,663.0,606.49414,-1.0,-8.245969648260212
2018-02-05,691.0,605.7999,-1.0,-8.627462027479261
2018-02-06,702.0,616.0787,-1.0,-10.842449447698083
2018-02-07,707.0,629.6561,-1.0,-10.305394881810898
2018-02-08,707.0,640.8886,-1.0,-9.350974421521393
2018-02-09,707.0,647.1512,-1.0,-8.465179054875353
2018-02-10,713.0,649.546,-1.0,-8.126446887155234
2018-02-11,713.0,652.0872,-1.0,-8.54316700725368
2018-02-12,746.0,653.7161,-1.0,-8.31470890767444
2018-02-13,771.0,666.7169,-1.0,-10.62775885451575
2018-02-14,783.0,687.3822,-1.0,-10.84536937114948
2018-02-15,783.0,706.99335,-1.0,-9.7071076413833
2018-02-16,783.0,718.97864,-1.0,-8.176419196000957
2018-02-17,773.0,724.2896,-1.0,-7.498133867636494
2018-02-18,765.0,722.02454,-1.0,-6.594497266130336
2018-02-19,742.0,715.59796,-1.0,-6.457782820159314
2018-02-20,742.0,702.0889,-1.0,-5.378850643846866
2018-02-21,776.0,691.90765,-1.0,-6.750990052750168
2018-02-22,776.0,699.3215,-1.0,-9.881253586601964
2018-02-23,776.0,709.1973,-1.0,-8.608591925237597
2018-02-24,808.0,716.2545,-1.0,-7.69916023175741
2018-02-25,788.0,731.7144,-1.0,-9.441285086150216
2018-02-26,764.0,736.2656,-1.0,-6.5652760152284255
2018-02-27,759.0,727.06177,-1.0,-4.834847175638089
2018-02-28,794.0,715.4767,-1.0,-5.734297158061595
2018-03-01,794.0,720.47723,-1.0,-9.259794220816278
2018-03-02,794.0,728.37195,-1.0,-8.265497702495276
2018-03-03,833.0,734.25214,-1.0,-7.524919870218041
2018-03-04,872.0,751.8185,-1.0,-9.745680498762004
2018-03-05,876.0,780.4966,-1.0,-10.493511234948393
2018-03-06,835.0,802.9646,-1.0,-8.33737447381564
2018-03-07,840.0,799.9278,-1.0,-4.200264022735778
2018-03-08,840.0,792.56555,-1.0,-5.646958124069941
2018-03-09,840.0,786.7075,-1.0,-6.344342912946428
2018-03-10,878.0,783.64667,-1.0,-6.708730061848958
2018-03-11,839.0,796.877,-1.0,-9.239520027317056
2018-03-12,806.0,795.5522,-1.0,-5.178523830918504
2018-03-13,787.0,778.6335,-1.0,-3.395349393707351
2018-03-14,782.0,756.75604,-1.0,-3.8429425056583546
2018-03-15,782.0,739.97455,-1.0,-5.374098677769341
2018-03-16,782.0,731.11426,-1.0,-6.507128156969309
2018-03-17,756.0,727.9996,-1.0,-6.9054254790401215
2018-03-18,788.0,718.1659,-1.0,-5.004511434565146
2018-03-19,799.0,721.9298,-1.0,-8.38454193270146
2018-03-20,799.0,732.0471,-1.0,-8.379584588157071
2018-03-21,799.0,739.99634,-1.0,-7.384688624452441
2018-03-22,799.0,744.1044,-1.0,-6.870541912742491
2018-03-23,799.0,745.3079,-1.0,-6.719909591579317
2018-03-24,799.0,745.0075,-1.0,-6.757508470060232
2018-03-25,775.0,744.2499,-1.0,-6.852330672129224
2018-03-26,760.0,734.7163,-1.0,-5.197895665322581
2018-03-27,726.0,720.7629,-1.0,-5.162779155530427
2018-03-28,753.0,698.31006,-1.0,-3.814041516012397
2018-03-29,753.0,691.9881,-1.0,-8.102510206569555
2018-03-30,753.0,692.7382,-1.0,-8.002892401747177
2018-03-31,753.0,695.358,-1.0,-7.654983905523737
2018-04-01,753.0,697.54175,-1.0,-7.364973698954183
2018-04-02,753.0,698.6831,-1.0,-7.213399008134131
2018-04-03,772.0,698.9408,-1.0,-7.1791771715222445
2018-04-04,749.0,705.7006,-1.0,-8.588002259249514
2018-04-05,749.0,703.11523,-1.0,-6.126136932576769
2018-04-06,749.0,698.7553,-1.0,-6.708236307263851
2018-04-07,725.0,695.4311,-1.0,-7.152057235167724
2018-04-08,708.0,684.76355,-1.0,-5.549855199353448
2018-04-09,679.0,669.784,-1.0,-5.397740595758298
2018-04-10,712.0,648.5642,-1.0,-4.482443448545656
2018-04-11,685.0,645.7938,-1.0,-9.298620331153442
2018-04-12,685.0,639.4168,-1.0,-6.654480425980839
2018-04-13,685.0,634.5034,-1.0,-7.371763800182482
2018-04-14,685.0,631.8004,-1.0,-7.766362768020072
2018-04-15,692.0,630.63416,-1.0,-7.936619668111314
2018-04-16,715.0,632.77893,-1.0,-8.55795799652276
2018-04-17,697.0,643.3688,-1.0,-10.018353228802447
2018-04-18,697.0,645.5653,-1.0,-7.379439366257174
2018-04-19,697.0,644.3902,-1.0,-7.548034755537124
2018-04-20,697.0,642.5167,-1.0,-7.8168258776452655
2018-04-21,697.0,641.03973,-1.0,-8.0287325844019
2018-04-22,686.0,640.195,-1.0,-8.149927213168041
2018-04-23,683.0,635.80566,-1.0,-7.316958591472303
2018-04-24,705.0,630.9921,-1.0,-7.614622772350842
2018-04-25,691.0,636.0124,-1.0,-9.78547657635195
2018-04-26,691.0,636.82135,-1.0,-7.840615036518632
2018-04-27,691.0,636.18036,-1.0,-7.933377874570368
2018-04-28,665.0,635.35004,-1.0,-8.05354028638296
2018-04-29,666.0,625.17725,-1.0,-5.988384046052632
2018-04-30,671.0,616.5396,-1.0,-7.426484712251313
2018-05-01,681.0,613.41693,-1.0,-8.581679410977086
2018-05-02,681.0,616.75586,-1.0,-9.433794511747431
2018-05-03,681.0,620.71045,-1.0,-8.853091157305434
2018-05-04,681.0,623.344,-1.0,-8.466373841317914
2018-05-05,675.0,624.54156,-1.0,-8.290519098178232
2018-05-06,662.0,622.57666,-1.0,-7.766420717592593
2018-05-07,683.0,615.5836,-1.0,-7.011538041682402
2018-05-08,713.0,617.4733,-1.0,-9.593949101505308
2018-05-09,699.0,632.20917,-1.0,-11.331112555333975
2018-05-10,699.0,639.9194,-1.0,-8.452164154707619
2018-05-11,699.0,642.73535,-1.0,-8.049305928111588
2018-05-12,700.0,643.02423,-1.0,-8.007978403858191
2018-05-13,731.0,642.8033,-1.0,-8.17095947265625
2018-05-14,766.0,653.95447,-1.0,-10.539744490637824
2018-05-15,792.0,677.10266,-1.0,-11.605396718953982
2018-05-16,771.0,704.6223,-1.0,-11.03253605389836
2018-05-17,771.0,715.282,-1.0,-7.226720827253567
2018-05-18,771.0,717.10205,-1.0,-6.990654892185473
2018-05-19,781.0,715.668,-1.0,-7.176649833313068
2018-05-20,772.0,717.6115,-1.0,-8.116323786111556
2018-05-21,772.0,716.6401,-1.0,-7.1709746523842295
2018-05-22,772.0,715.4639,-1.0,-7.3233253597595525
2018-05-23,772.0,714.9121,-1.0,-7.394804485103627
2018-05-24,772.0,714.9657,-1.0,-7.3878629219964385
2018-05-25,772.0,715.3516,-1.0,-7.337872599073024
2018-05-26,719.0,715.8168,-1.0,-7.277620147546957
2018-05-27,711.0,696.6373,-1.0,-3.1102463001999303
2018-05-28,699.0,676.2244,-1.0,-4.89107928698576
2018-05-29,690.0,658.7355,-1.0,-5.760304201314378
2018-05-30,686.0,645.4334,-1.0,-6.458925993546195
2018-05-31,686.0,636.945,-1.0,-7.150873567898142
2018-06-01,686.0,633.05237,-1.0,-7.71831367870809
2018-06-02,685.0,631.87836,-1.0,-7.889452342041728
2018-06-03,684.0,631.4112,-1.0,-7.823183379904197
2018-06-04,684.0,630.74426,-1.0,-7.78592650653326
2018-06-05,684.0,630.0307,-1.0,-7.890248438071088
2018-06-06,684.0,629.3362,-1.0,-7.991786309850147
2018-06-07,684.0,628.70496,-1.0,-8.08407075223867
2018-06-08,684.0,628.1689,-1.0,-8.16244381910179
2018-06-09,658.0,627.74414,-1.0,-8.224540844298247
2018-06-10,662.0,617.8545,-1.0,-6.10114100493921
2018-06-11,668.0,610.42737,-1.0,-7.790427769779079
2018-06-12,681.0,608.6716,-1.0,-8.881501523320546
2018-06-13,713.0,614.00757,-1.0,-9.837361474394273
2018-06-14,713.0,631.17725,-1.0,-11.475842062587658
2018-06-15,713.0,645.2446,-1.0,-9.502857095897616
2018-06-16,713.0,653.07587,-1.0,-8.40450677430312
2018-06-17,747.0,656.05145,-1.0,-7.987173543237203
2018-06-18,759.0,668.9538,-1.0,-10.447952290934571
2018-06-19,736.0,684.20264,-1.0,-9.854725069993412
2018-06-20,751.0,685.9314,-1.0,-6.802799390709918
2018-06-21,751.0,688.764,-1.0,-8.28708694397054
2018-06-22,751.0,690.8917,-1.0,-8.003765162075565
2018-06-23,788.0,692.15967,-1.0,-7.834931029460719
2018-06-24,809.0,706.5403,-1.0,-10.337527512293782
2018-06-25,780.0,727.1531,-1.0,-10.117048680855994
2018-06-26,750.0,731.20465,-1.0,-6.255813989883814
2018-06-27,724.0,718.0292,-1.0,-4.262776692708333
2018-06-28,724.0,695.3563,-1.0,-3.9563089444492405
2018-06-29,724.0,678.628,-1.0,-6.266852110130353
2018-06-30,731.0,670.0877,-1.0,-7.446449237633805
2018-07-01,709.0,669.93835,-1.0,-8.35316628013851
2018-07-02,706.0,664.31696,-1.0,-6.302262966656383
2018-07-03,694.0,658.23785,-1.0,-6.765176486698832
2018-07-04,722.0,649.8337,-1.0,-6.36402317014139
2018-07-05,722.0,654.1536,-1.0,-9.397004780016447
2018-07-06,722.0,660.3287,-1.0,-8.541734859223512
2018-07-07,731.0,664.58704,-1.0,-7.9519340536270775
2018-07-08,702.0,669.8395,-1.0,-8.366692539115936
2018-07-09,702.0,662.507,-1.0,-5.625780763109865
2018-07-10,678.0,654.21686,-1.0,-6.80671539741364
2018-07-11,678.0,639.8143,-1.0,-5.632113566440818
2018-07-12,678.0,629.0968,-1.0,-7.212861097667774
2018-07-13,678.0,623.50195,-1.0,-8.038060011061948
2018-07-14,718.0,621.5529,-1.0,-8.325528395211098
2018-07-15,713.0,636.16846,-1.0,-11.397150831302229
2018-07-16,694.0,648.13727,-1.0,-9.097157353940217
2018-07-17,700.0,647.77893,-1.0,-6.660096446100503
2018-07-18,695.0,646.0916,-1.0,-7.701198032924108
2018-07-19,695.0,642.63586,-1.0,-7.534408020458633
2018-07-20,695.0,639.898,-1.0,-7.9283438483588125
2018-07-21,724.0,638.3839,-1.0,-8.146199837005396
2018-07-22,740.0,648.51654,-1.0,-10.425892192355835
2018-07-23,706.0,664.09436,-1.0,-10.257518871410474
2018-07-24,702.0,662.856,-1.0,-6.111045599659171
2018-07-25,685.0,655.81995,-1.0,-6.5783552294782766
2018-07-26,685.0,643.45074,-1.0,-6.065584725707117
2018-07-27,685.0,634.24786,-1.0,-7.409070982550182
2018-07-28,682.0,629.4979,-1.0,-8.102492729242702
2018-07-29,698.0,626.8299,-1.0,-8.089458208279876
2018-07-30,674.0,631.762,-1.0,-9.489681385991226
2018-07-31,705.0,628.1942,-1.0,-6.7961107021977
2018-08-01,694.0,634.9664,-1.0,-9.933848279587766
2018-08-02,694.0,637.97626,-1.0,-8.07258539996848
2018-08-03,694.0,638.7174,-1.0,-7.965791465913184
2018-08-04,670.0,638.4263,-1.0,-8.007742142471182
2018-08-05,676.0,629.0221,-1.0,-6.116105264692164
2018-08-06,666.0,622.737,-1.0,-7.879142084065275
2018-08-07,689.0,616.0019,-1.0,-7.507223409933371
2018-08-08,695.0,620.1953,-1.0,-9.986166545718431
2018-08-09,695.0,628.17194,-1.0,-9.615548771919965
2018-08-10,695.0,634.2592,-1.0,-8.739681106677159
2018-08-11,698.0,637.4805,-1.0,-8.27618276472572
2018-08-12,712.0,639.69275,-1.0,-8.353474351943053
2018-08-13,698.0,645.8632,-1.0,-9.288873565330933
2018-08-14,689.0,645.6255,-1.0,-7.503511707557306
2018-08-15,690.0,640.3361,-1.0,-7.062972335926161
2018-08-16,690.0,635.9704,-1.0,-7.830377108808877
2018-08-17,690.0,633.5525,-1.0,-8.180798516757246
2018-08-18,694.0,632.68396,-1.0,-8.306672469429348
2018-08-19,699.0,634.14465,-1.0,-8.62468972329791
2018-08-20,692.0,637.6203,-1.0,-8.781072919460838
2018-08-21,716.0,637.8077,-1.0,-7.831260372448519
2018-08-22,716.0,645.831,-1.0,-9.800140551348639
2018-08-23,716.0,653.02234,-1.0,-8.795762728046439
2018-08-24,716.0,657.2487,-1.0,-8.205486276296265
2018-08-25,742.0,658.9914,-1.0,-7.962095804054643
2018-08-26,775.0,668.92053,-1.0,-9.848984875126348
2018-08-27,758.0,689.60565,-1.0,-11.01862556703629
2018-08-28,770.0,699.30615,-1.0,-7.743251669689974
2018-08-29,762.0,706.688,-1.0,-8.222339184253247
2018-08-30,762.0,707.6403,-1.0,-7.133816296034285
2018-08-31,762.0,706.4473,-1.0,-7.2903770787196525
2018-09-01,727.0,705.1886,-1.0,-7.455564483882875
2018-09-02,725.0,691.62146,-1.0,-4.866374145675722
2018-09-03,745.0,679.13745,-1.0,-6.3258688038793105
2018-09-04,749.0,679.2192,-1.0,-8.829640638108222
2018-09-05,750.0,684.51624,-1.0,-8.60931437228805
2018-09-06,750.0,689.8402,-1.0,-8.021305338541666
2018-09-07,750.0,693.21497,-1.0,-7.571337890625
2018-09-08,779.0,694.7128,-1.0,-7.371622721354167
2018-09-09,799.0,705.7279,-1.0,-9.405917166439345
2018-09-10,808.0,722.58856,-1.0,-9.563383978508291
2018-09-11,798.0,738.01807,-1.0,-8.66113039526609
2018-09-12,831.0,743.4443,-1.0,-6.836557029781484
2018-09-13,831.0,756.10443,-1.0,-9.01270383244961
2018-09-14,831.0,765.9812,-1.0,-7.824163517223225
2018-09-15,872.0,771.3966,-1.0,-7.172490199120037
2018-09-16,903.0,788.7627,-1.0,-9.545562464162844
2018-09-17,947.0,814.5599,-1.0,-9.79403372222799
2018-09-18,964.0,849.491,-1.0,-10.296617969162487
2018-09-19,964.0,880.2378,-1.0,-8.689025625648341
2018-09-20,964.0,898.2373,-1.0,-6.821856360217843
2018-09-21,964.0,905.8462,-1.0,-6.032552758687759
2018-09-22,1062.0,907.7186,-1.0,-5.838316604804201
2018-09-23,1115.0,943.9299,-1.0,-11.117714632253413
2018-09-24,1115.0,996.2238,-1.0,-10.652572563410875
2018-09-25,1115.0,1033.6549,-1.0,-7.295524015554933
2018-09-26,1083.0,1052.913,-1.0,-5.5683440477858746
2018-09-27,1083.0,1047.8599,-1.0,-3.2447032981301938
2018-09-28,1083.0,1038.0364,-1.0,-4.151765747633887
2018-09-29,1131.0,1030.9202,-1.0,-4.808848936692059
2018-09-30,1187.0,1045.7158,-1.0,-7.540599441865606
2018-10-01,1218.0,1082.584,-1.0,-8.796631476411122
2018-10-02,1179.0,1123.7959,-1.0,-7.734326893472907
2018-10-03,1129.0,1136.2533,-1.0,-3.6256746481393134
2018-10-04,1129.0,1117.2218,-1.0,-1.0432416512123561
2018-10-05,1129.0,1096.5292,-1.0,-2.8760695478576173
2018-10-06,1113.0,1083.333,-1.0,-4.044906305358724
2018-10-07,1060.0,1071.6409,-1.0,-3.716004569575472
2018-10-08,1007.0,1045.4669,-1.0,-1.3710453825176887
2018-10-09,1017.0,1005.7699,0.0,-0.12215516773212512
2018-10-10,975.0,981.3024,-1.0,-3.510085624462266
2018-10-11,975.0,954.9445,-1.0,-2.056972405849359
2018-10-12,975.0,938.2174,-1.0,-3.7725736177884612
2018-10-13,942.0,930.5159,-1.0,-4.562468699919872
2018-10-14,900.0,915.8598,-1.0,-2.7749679144274153
2018-10-15,944.0,888.903,-1.0,-1.2329983181423612
2018-10-16,990.0,884.6053,-1.0,-6.291812961384402
2018-10-17,1009.0,904.99744,-1.0,-8.5861175228851
2018-10-18,1009.0,931.39667,-1.0,-7.691113232857408
2018-10-19,1009.0,949.10925,-1.0,-5.935653822627602
2018-10-20,1059.0,957.14874,-1.0,-5.1388758497739095
2018-10-21,1111.0,977.5225,-1.0,-7.693812844886096
2018-10-22,1025.0,1012.67865,-1.0,-8.849806489438006
2018-10-23,975.0,1006.442,-1.0,-1.8105349657012195
2018-10-24,928.0,972.2538,0.0,-0.28166316105769235
2018-10-25,928.0,925.664,0.0,-0.25172398008149244
2018-10-26,928.0,893.5032,-1.0,-3.7173304064520476
2018-10-27,952.0,878.08844,-1.0,-5.378400868382947
2018-10-28,981.0,882.73566,-1.0,-7.275666309004071
2018-10-29,1029.0,902.4835,-1.0,-8.003718602669469
2018-10-30,1029.0,937.0114,-1.0,-8.939609953914601
2018-10-31,1068.0,962.46796,-1.0,-6.465699072597789
2018-11-01,1068.0,989.8543,-1.0,-7.317012258236774
2018-11-02,1068.0,1006.8803,-1.0,-5.722817410244031
2018-11-03,1035.0,1014.11304,-1.0,-5.045595776275749
2018-11-04,1006.0,1003.2622,-1.0,-3.0664534269323673
2018-11-05,1050.0,980.5821,-1.0,-2.5266309855709492
2018-11-06,1078.0,979.71185,-1.0,-6.694109235491072
2018-11-07,1078.0,996.0899,-1.0,-7.598339073733186
2018-11-08,1078.0,1011.58075,-1.0,-6.161340490564124
2018-11-09,1078.0,1021.2614,-1.0,-5.2633197055455705
2018-11-10,1119.0,1025.7368,-1.0,-4.848161743390538
2018-11-11,1091.0,1042.3551,-1.0,-6.849409960762958
2018-11-12,1132.0,1045.6317,-1.0,-4.1584130277555
2018-11-13,1128.0,1059.269,-1.0,-6.424996204174029
2018-11-14,1107.0,1069.1462,-1.0,-5.217531894115692
2018-11-15,1107.0,1066.4518,-1.0,-3.6628923011235317
2018-11-16,1107.0,1061.3108,-1.0,-4.127299817920054
2018-11-17,1105.0,1057.5214,-1.0,-4.469614967959576
2018-11-18,1057.0,1054.978,-1.0,-4.526875353506787
2018-11-19,1035.0,1036.0436,-1.0,-1.9826320622930462
2018-11-20,992.0,1011.6832,-1.0,-2.252828257095411
2018-11-21,1030.0,979.16315,-1.0,-1.294037603562878
2018-11-22,1030.0,971.00934,-1.0,-5.727248701077063
2018-11-23,1030.0,972.9613,-1.0,-5.537737503792476
2018-11-24,1030.0,977.16455,-1.0,-5.129655263956311
2018-11-25,1030.0,980.3363,-1.0,-4.821718086316747
2018-11-26,1030.0,981.7679,-1.0,-4.68272977662318
2018-11-27,1030.0,981.8445,-1.0,-4.67529296875
2018-11-28,1030.0,981.1977,-1.0,-4.738088070767597
2018-11-29,1030.0,980.3375,-1.0,-4.821599571450243
2018-11-30,1030.0,979.5625,-1.0,-4.896844660194175
2018-12-01,939.0,978.99335,-1.0,-4.952102216702063
2018-12-02,982.0,944.76843,1.0,0.6143165726504259
2018-12-03,1007.0,930.0322,-1.0,-5.2920339549389
2018-12-04,1015.0,935.65076,-1.0,-7.08532702721574
2018-12-05,1062.0,948.04425,-1.0,-6.596625567657019
2018-12-06,1062.0,975.2611,-1.0,-8.167503917284606
2018-12-07,1062.0,996.26215,-1.0,-6.190005085113583
2018-12-08,1115.0,1007.35034,-1.0,-5.145918851518362
2018-12-09,1131.0,1030.9111,-1.0,-7.5416024383408065
2018-12-10,1096.0,1054.7778,-1.0,-6.739360563107868
2018-12-11,1095.0,1056.5083,-1.0,-3.6032572279881387
2018-12-12,1086.0,1050.9448,-1.0,-4.023303724315069
2018-12-13,1086.0,1042.1143,-1.0,-4.041044400322283
2018-12-14,1086.0,1035.9462,-1.0,-4.609008564255294
2018-12-15,1048.0,1033.213,-1.0,-4.860680230634208
