Date,Close,Predictions,Growth,Growth Percent
2018-12-16,1024.0,1018.68665,-1.0,-2.7970758103232347
2018-12-17,1066.0,997.73914,-1.0,-2.564537525177002
2018-12-18,1019.0,998.8033,-1.0,-6.30363192388309
2018-12-19,1018.0,988.33026,-1.0,-3.0097879067253435
2018-12-20,1018.0,978.38116,-1.0,-3.8918305942258105
2018-12-21,1018.0,972.31903,-1.0,-4.487325072522716
2018-12-22,1034.0,969.5823,-1.0,-4.756161552983792
2018-12-23,1060.0,974.6735,-1.0,-5.737570314388902
2018-12-24,1068.0,989.5767,-1.0,-6.6437055479805425
2018-12-25,1043.0,1004.39105,-1.0,-5.955893984448151
2018-12-26,1086.0,1004.01575,-1.0,-3.737704020104266
2018-12-27,1086.0,1015.2769,-1.0,-6.512254465570328
2018-12-28,1086.0,1025.3113,-1.0,-5.5882799910796495
2018-12-29,1083.0,1031.1222,-1.0,-5.053205121287983
2018-12-30,1090.0,1032.3783,-1.0,-4.6742109050380884
2018-12-31,1119.0,1034.4985,-1.0,-5.091877508600917
2019-01-01,1092.0,1046.9573,-1.0,-6.438134460176497
2019-01-02,1107.0,1047.6501,-1.0,-4.061341897035256
2019-01-03,1107.0,1050.5273,-1.0,-5.101414295392954
2019-01-04,1107.0,1053.0143,-1.0,-4.876758606453252
2019-01-05,1104.0,1054.578,-1.0,-4.735501090362466
2019-01-06,1079.0,1054.2913,-1.0,-4.502603282099185
2019-01-07,1089.0,1044.3733,-1.0,-3.2091481913229845
2019-01-08,1072.0,1039.3492,-1.0,-4.559298148387282
2019-01-09,1065.0,1031.3564,-1.0,-3.791376370102612
2019-01-10,1065.0,1023.083,-1.0,-3.9358678110328635
2019-01-11,1065.0,1017.95715,-1.0,-4.417168702318075
2019-01-12,1088.0,1015.7223,-1.0,-4.627015019806338
2019-01-13,1088.0,1023.75256,-1.0,-5.905095268698299
2019-01-14,1055.0,1031.594,-1.0,-5.184375538545496
2019-01-15,1038.0,1024.0184,-1.0,-2.936641458086493
2019-01-16,1025.0,1008.4939,-1.0,-2.8425918608501926
2019-01-17,1025.0,991.6214,-1.0,-3.256448885289634
2019-01-18,1025.0,980.71906,-1.0,-4.320092177972561
2019-01-19,1024.0,975.6727,-1.0,-4.812416634908537
2019-01-20,1001.0,973.8871,-1.0,-4.893839359283447
2019-01-21,952.0,965.15247,-1.0,-3.5811722457230273
2019-01-22,975.0,939.4864,-1.0,-1.3144549201516544
2019-01-23,984.0,927.2185,-1.0,-4.900666065705128
2019-01-24,984.0,926.60406,-1.0,-5.832920229531885
2019-01-25,984.0,929.4947,-1.0,-5.539157526279852
2019-01-26,941.0,932.20624,-1.0,-5.263593720226753
2019-01-27,942.0,917.67554,-1.0,-2.4786889363044633
2019-01-28,951.0,903.939,-1.0,-4.040443112642649
2019-01-29,934.0,898.7424,-1.0,-5.4950188637782595
2019-01-30,968.0,891.5048,-1.0,-4.5498049488925325
2019-01-31,968.0,899.01514,-1.0,-7.12653546293905
2019-02-01,968.0,907.7625,-1.0,-6.222880970348011
2019-02-02,956.0,913.4679,-1.0,-5.6334818690276345
2019-02-03,945.0,911.5322,-1.0,-4.6514407361401675
2019-02-04,946.0,903.9098,-1.0,-4.348170366236773
2019-02-05,929.0,897.80743,-1.0,-5.094351576952299
2019-02-06,936.0,888.08386,-1.0,-4.404320526944295
2019-02-07,936.0,883.6578,-1.0,-5.592117961655315
2019-02-08,936.0,882.45746,-1.0,-5.720356998280582
2019-02-09,936.0,882.6941,-1.0,-5.69507566272703
2019-02-10,940.0,883.2741,-1.0,-5.63310802492321
2019-02-11,940.0,885.1932,-1.0,-5.830513162815825
2019-02-12,919.0,886.7047,-1.0,-5.66971149850399
2019-02-13,906.0,879.65826,-1.0,-4.280928818263738
2019-02-14,906.0,867.9633,-1.0,-4.198309285751241
2019-02-15,906.0,859.3173,-1.0,-5.15261349035941
2019-02-16,913.0,854.7968,-1.0,-5.65156578754484
2019-02-17,888.0,855.79004,-1.0,-6.266151252738225
2019-02-18,894.0,848.7164,-1.0,-4.423832248997043
2019-02-19,904.0,844.25073,-1.0,-5.5647950311101795
2019-02-20,895.0,845.8385,-1.0,-6.433794139760786
2019-02-21,895.0,845.1383,-1.0,-5.571139031948324
2019-02-22,895.0,843.9933,-1.0,-5.699074175104749
2019-02-23,921.0,843.05383,-1.0,-5.804041004713687
2019-02-24,932.0,852.0821,-1.0,-7.48294329151398
2019-02-25,918.0,864.5188,-1.0,-7.240472228741952
2019-02-26,894.0,867.9606,-1.0,-5.450918160232844
2019-02-27,893.0,858.5601,-1.0,-3.964192435245386
2019-02-28,893.0,848.61926,-1.0,-4.969847402540593
2019-03-01,893.0,842.25354,-1.0,-5.6826942845394735
2019-03-02,888.0,839.39056,-1.0,-6.003296308528135
2019-03-03,885.0,836.8717,-1.0,-5.7576909795537725
2019-03-04,876.0,834.3903,-1.0,-5.718607929466808
2019-03-05,843.0,829.56476,-1.0,-5.300826677993007
2019-03-06,834.0,813.6743,-1.0,-3.4787287774317917
2019-03-07,834.0,797.3069,-1.0,-4.399654104841127
2019-03-08,834.0,786.9529,-1.0,-5.641141383767986
2019-03-09,842.0,782.2209,-1.0,-6.208526830879046
2019-03-10,844.0,783.8412,-1.0,-6.907222503154692
2019-03-11,831.0,787.342,-1.0,-6.713035547337825
2019-03-12,822.0,785.1233,-1.0,-5.520662934341155
2019-03-13,817.0,778.6125,-1.0,-5.278286156573145
2019-03-14,817.0,771.2915,-1.0,-5.594675164473684
2019-03-15,817.0,766.3497,-1.0,-6.199550745390912
2019-03-16,816.0,763.8527,-1.0,-6.5051747652425025
2019-03-17,836.0,762.5682,-1.0,-6.548017614028033
2019-03-18,848.0,769.4663,-1.0,-7.958575527063397
2019-03-19,863.0,780.46094,-1.0,-7.9645120872641515
2019-03-20,863.0,793.95593,-1.0,-8.000471307394266
2019-03-21,863.0,802.9584,-1.0,-6.9573147133907876
2019-03-22,863.0,807.16846,-1.0,-6.469471954663963
2019-03-23,863.0,808.32275,-1.0,-6.335717971465817
2019-03-24,863.0,808.1319,-1.0,-6.3578334910015935
2019-03-25,887.0,807.67035,-1.0,-6.411315281449161
2019-03-26,930.0,816.301,-1.0,-7.9705721092869215
2019-03-27,927.0,840.3205,-1.0,-9.642957461777554
2019-03-28,927.0,858.6383,-1.0,-7.3745085583535595
2019-03-29,927.0,868.4954,-1.0,-6.311173423594256
2019-03-30,936.0,872.2003,-1.0,-5.911508372943635
2019-03-31,939.0,876.0892,-1.0,-6.400729448367389
2019-04-01,939.0,879.73517,-1.0,-6.311483657398163
2019-04-02,939.0,882.0825,-1.0,-6.061499517438765
2019-04-03,939.0,883.3582,-1.0,-5.925642669645234
2019-04-04,939.0,884.03625,-1.0,-5.8534339847910015
2019-04-05,939.0,884.46826,-1.0,-5.80742686701278
2019-04-06,949.0,884.828,-1.0,-5.769115768936368
2019-04-07,971.0,888.881,-1.0,-6.334986149071391
2019-04-08,944.0,900.7216,-1.0,-7.237732373600025
2019-04-09,912.0,900.32025,-1.0,-4.627092005842822
2019-04-10,927.0,884.7673,-1.0,-2.986044632761102
2019-04-11,927.0,876.36957,-1.0,-5.461751038716963
2019-04-12,927.0,873.1834,-1.0,-5.805457319899541
2019-04-13,934.0,872.7962,-1.0,-5.847227226183253
2019-04-14,941.0,876.043,-1.0,-6.205243063687767
2019-04-15,985.0,881.7205,-1.0,-6.2996259277862645
2019-04-16,989.0,902.25806,-1.0,-8.40019729536802
2019-04-17,1012.0,920.62994,-1.0,-6.913049155949823
2019-04-18,1012.0,939.89105,-1.0,-7.125390094259511
2019-04-19,1012.0,951.9332,-1.0,-5.9354518242033105
2019-04-20,1062.0,957.23334,-1.0,-5.411725553128088
2019-04-21,1062.0,977.16113,-1.0,-7.988593897128061
2019-04-22,1074.0,993.6849,-1.0,-6.432685923890655
2019-04-23,1057.0,1007.6033,-1.0,-6.182190737022812
2019-04-24,1083.0,1009.28766,-1.0,-4.513939575079825
2019-04-25,1083.0,1016.73535,-1.0,-6.118619430978763
2019-04-26,1083.0,1023.16064,-1.0,-5.5253329149353645
2019-04-27,1135.0,1027.1306,-1.0,-5.158761289531395
2019-04-28,1158.0,1048.5638,-1.0,-7.615520460490089
2019-04-29,1202.0,1075.5975,-1.0,-7.115929690873273
2019-04-30,1257.0,1110.6074,-1.0,-7.603375883943428
2019-05-01,1317.0,1155.2347,-1.0,-8.09588375410203
2019-05-02,1317.0,1208.1044,-1.0,-8.268460887077639
2019-05-03,1317.0,1243.1138,-1.0,-5.6101921388572515
2019-05-04,1382.0,1259.7015,-1.0,-4.350680479427677
2019-05-05,1451.0,1289.206,-1.0,-6.714467822901591
2019-05-06,1451.0,1337.2268,-1.0,-7.841019528557891
2019-05-07,1381.0,1372.5115,-1.0,-5.4092712192022745
2019-05-08,1316.0,1364.7899,-1.0,-1.1737931214925779
2019-05-09,1316.0,1323.915,1.0,0.6014467372720365
2019-05-10,1316.0,1289.8706,-1.0,-1.9855163017667172
2019-05-11,1284.0,1271.4467,-1.0,-3.385512517215995
2019-05-12,1232.0,1253.3364,-1.0,-2.3881288332359816
2019-05-13,1237.0,1223.5425,-1.0,-0.6864869749391234
2019-05-14,1297.0,1204.2527,-1.0,-2.6473172557093774
2019-05-15,1301.0,1218.0126,-1.0,-6.090009773154395
2019-05-16,1301.0,1237.4008,-1.0,-4.888489097929477
2019-05-17,1301.0,1250.8735,-1.0,-3.852918127882398
2019-05-18,1294.0,1257.1224,-1.0,-3.372602880596656
2019-05-19,1236.0,1255.7782,-1.0,-2.9537713877753093
2019-05-20,1179.0,1230.5531,0.0,-0.44068765485942557
2019-05-21,1187.0,1186.5786,1.0,0.6428001086726038
2019-05-22,1150.0,1156.9753,-1.0,-2.5294573043913227
2019-05-23,1150.0,1128.9143,-1.0,-1.8335385529891304
2019-05-24,1150.0,1112.2513,-1.0,-3.2824919327445654
2019-05-25,1196.0,1105.3134,-1.0,-3.885795261548913
2019-05-26,1237.0,1121.0159,-1.0,-6.269576158810619
2019-05-27,1237.0,1152.3395,-1.0,-6.844019600722515
2019-05-28,1261.0,1175.8494,-1.0,-4.943462794310833
2019-05-29,1320.0,1196.7324,-1.0,-5.096556552339413
2019-05-30,1320.0,1230.4767,-1.0,-6.782069350733902
2019-05-31,1320.0,1254.4912,-1.0,-4.9627870501893945
2019-06-01,1297.0,1266.3135,-1.0,-4.0671608664772725
2019-06-02,1312.0,1261.3586,-1.0,-2.7479843810235156
2019-06-03,1321.0,1259.2297,-1.0,-4.022123755478278
2019-06-04,1321.0,1262.294,-1.0,-4.444061672028766
2019-06-05,1321.0,1266.0597,-1.0,-4.158993763602385
2019-06-06,1321.0,1269.0392,-1.0,-3.933445528363929
2019-06-07,1321.0,1271.0487,-1.0,-3.781324295633043
2019-06-08,1284.0,1272.3245,-1.0,-3.6847492134273274
2019-06-09,1344.0,1259.2355,-1.0,-1.9287014304663161
2019-06-10,1347.0,1269.8403,-1.0,-5.517832438151041
2019-06-11,1331.0,1284.2728,-1.0,-4.656805705386971
2019-06-12,1321.0,1288.4113,-1.0,-3.1997554558367765
2019-06-13,1321.0,1284.3287,-1.0,-2.7760230619559048
2019-06-14,1321.0,1279.4194,-1.0,-3.147658319928085
2019-06-15,1284.0,1276.1104,-1.0,-3.398156581188493
2019-06-16,1292.0,1260.646,-1.0,-1.81884765625
2019-06-17,1239.0,1250.7668,-1.0,-3.191420611213235
2019-06-18,1267.0,1226.3883,-1.0,-1.0178930053218322
2019-06-19,1288.0,1217.8824,-1.0,-3.8766814294346883
2019-06-20,1288.0,1225.0087,-1.0,-4.89063144470594
2019-06-21,1288.0,1233.9001,-1.0,-4.200299185995729
2019-06-22,1256.0,1239.8695,-1.0,-3.7368395313713125
2019-06-23,1303.0,1230.5381,-1.0,-2.027222457205414
2019-06-24,1362.0,1237.8717,-1.0,-4.998334297654451
2019-06-25,1370.0,1269.0116,-1.0,-6.827342387688143
2019-06-26,1344.0,1297.8636,-1.0,-5.265427192632299
2019-06-27,1344.0,1305.1555,-1.0,-2.8902144659133184
2019-06-28,1344.0,1303.3958,-1.0,-3.0211494082496277
2019-06-29,1344.0,1299.5775,-1.0,-3.3052444458007812
2019-06-30,1343.0,1296.6589,-1.0,-3.5224006289527527
2019-07-01,1405.0,1294.9211,-1.0,-3.579959599543932
2019-07-02,1428.0,1317.7793,-1.0,-6.2078792259786475
2019-07-03,1414.0,1347.7246,-1.0,-5.621525954131653
2019-07-04,1414.0,1363.157,-1.0,-3.595687240320014
2019-07-05,1414.0,1368.6571,-1.0,-3.2067111391663716
2019-07-06,1355.0,1369.1954,-1.0,-3.1686397050698374
2019-07-07,1330.0,1345.9133,-1.0,-0.6706029462638377
2019-07-08,1347.0,1315.6172,-1.0,-1.0814144736842106
2019-07-09,1291.0,1301.5538,-1.0,-3.3738802518327766
2019-07-10,1291.0,1276.7126,-1.0,-1.1066888857958948
2019-07-11,1291.0,1258.7645,-1.0,-2.4969383139281565
2019-07-12,1291.0,1249.8229,-1.0,-3.189552596703137
2019-07-13,1291.0,1246.962,-1.0,-3.4111513452507745
2019-07-14,1297.0,1246.8926,-1.0,-3.41653151626646
2019-07-15,1258.0,1249.7197,-1.0,-3.6453564716653815
2019-07-16,1205.0,1237.3519,-1.0,-1.6413411199572736
2019-07-17,1191.0,1205.244,0.0,0.02025050246369295
2019-07-18,1191.0,1174.2859,-1.0,-1.4033678696998322
2019-07-19,1191.0,1155.2406,-1.0,-3.002468464656801
2019-07-20,1199.0,1146.7639,-1.0,-3.7141968080919394
2019-07-21,1229.0,1147.494,-1.0,-4.29574490786593
2019-07-22,1246.0,1161.6908,-1.0,-5.476745655131205
2019-07-23,1202.0,1180.432,-1.0,-5.2622787451093505
2019-07-24,1232.0,1176.5078,-1.0,-2.120814267886855
2019-07-25,1232.0,1178.5638,-1.0,-4.337350424233969
2019-07-26,1232.0,1181.1035,-1.0,-4.131208147321429
2019-07-27,1212.0,1182.6163,-1.0,-4.0084145285866475
2019-07-28,1215.0,1175.6694,-1.0,-2.9975714856641913
2019-07-29,1193.0,1170.0953,-1.0,-3.6958570441100824
2019-07-30,1200.0,1158.8143,-1.0,-2.8655212862793378
2019-07-31,1184.0,1152.9584,-1.0,-3.920135498046875
2019-08-01,1184.0,1144.9756,-1.0,-3.2959809174408785
2019-08-02,1184.0,1139.5669,-1.0,-3.752796069995777
2019-08-03,1210.0,1137.0105,-1.0,-3.968707935230152
2019-08-04,1253.0,1145.9949,-1.0,-5.289679913481405
2019-08-05,1278.0,1170.8882,-1.0,-6.553217590283319
2019-08-06,1236.0,1200.0762,-1.0,-6.097326144366197
2019-08-07,1252.0,1203.433,-1.0,-2.6348718933302995
2019-08-08,1252.0,1204.0118,-1.0,-3.832920062275359
2019-08-09,1252.0,1203.3241,-1.0,-3.887851702900359
2019-08-10,1249.0,1202.5049,-1.0,-3.953284120407348
2019-08-11,1225.0,1200.9408,-1.0,-3.847814579788831
2019-08-12,1225.0,1190.946,-1.0,-2.779914700255102
2019-08-13,1226.0,1182.6033,-1.0,-3.4609574298469385
2019-08-14,1254.0,1178.467,-1.0,-3.8770765892638663
2019-08-15,1254.0,1187.7861,-1.0,-5.28021269437799
2019-08-16,1254.0,1197.4855,-1.0,-4.506740539648126
2019-08-17,1303.0,1203.6738,-1.0,-4.01325134569378
2019-08-18,1305.0,1224.8444,-1.0,-5.998130441169416
2019-08-19,1303.0,1242.7802,-1.0,-4.767804492935824
2019-08-20,1303.0,1252.1216,-1.0,-3.9047135816385263
2019-08-21,1311.0,1255.3405,-1.0,-3.6576781196037986
2019-08-22,1311.0,1258.5178,-1.0,-4.003217218487796
2019-08-23,1311.0,1260.4811,-1.0,-3.85346459942315
2019-08-24,1369.0,1261.4774,-1.0,-3.7774662858743326
2019-08-25,1357.0,1283.7974,-1.0,-6.2237134199233015
2019-08-26,1387.0,1299.2437,-1.0,-4.2561788987656595
2019-08-27,1434.0,1318.3453,-1.0,-4.949867562071917
2019-08-28,1387.0,1348.9127,-1.0,-5.9335620832243725
2019-08-29,1387.0,1353.3198,-1.0,-2.4282751104001443
2019-08-30,1387.0,1348.7607,-1.0,-2.756976049927902
2019-08-31,1365.0,1343.4244,-1.0,-3.141713159584535
2019-09-01,1425.0,1331.7975,-1.0,-2.4324186555631866
2019-09-02,1393.0,1345.7568,-1.0,-5.560923793859649
2019-09-03,1386.0,1349.7988,-1.0,-3.1013045136396267
2019-09-04,1397.0,1347.2244,-1.0,-2.7976648460046896
2019-09-05,1397.0,1348.0526,-1.0,-3.5037500139808517
2019-09-06,1397.0,1349.5933,-1.0,-3.3934673071760915
2019-09-07,1457.0,1350.8279,-1.0,-3.305090847575161
2019-09-08,1517.0,1374.1687,-1.0,-5.685058258622169
2019-09-09,1517.0,1417.4287,-1.0,-6.563697367336848
2019-09-10,1517.0,1449.7046,-1.0,-4.436085046555703
2019-09-11,1590.0,1466.4064,-1.0,-3.3351106084171063
2019-09-12,1590.0,1499.7094,-1.0,-5.6786571958529874
2019-09-13,1590.0,1524.6976,-1.0,-4.107067180129717
2019-09-14,1656.0,1537.8188,-1.0,-3.2818334807389937
2019-09-15,1645.0,1567.7012,-1.0,-5.332054838466183
2019-09-16,1616.0,1586.7954,-1.0,-3.5382729388297873
2019-09-17,1560.0,1584.892,-1.0,-1.9250019942179766
2019-09-18,1507.0,1556.9576,0.0,-0.1950229742588141
2019-09-19,1507.0,1512.8444,0.0,0.38781422372677504
2019-09-20,1507.0,1481.7018,-1.0,-1.6787138535791306
2019-09-21,1543.0,1466.7781,-1.0,-2.669006226152953
2019-09-22,1570.0,1476.4122,-1.0,-4.315474306849482
2019-09-23,1571.0,1499.9006,-1.0,-4.464927721934713
2019-09-24,1637.0,1518.7823,-1.0,-3.3238479546268302
2019-09-25,1682.0,1553.9362,-1.0,-5.074150444315058
2019-09-26,1682.0,1596.7504,-1.0,-5.068349214569709
2019-09-27,1682.0,1624.772,-1.0,-3.4023797469530317
2019-09-28,1766.0,1637.3992,-1.0,-2.65165458252824
2019-09-29,1833.0,1672.406,-1.0,-5.299773167645809
2019-09-30,1923.0,1725.5094,-1.0,-5.864189884666531
2019-10-01,1969.0,1797.6614,-1.0,-6.517869113202028
2019-10-02,1944.0,1864.9976,-1.0,-5.281992961211275
2019-10-03,1944.0,1895.447,-1.0,-2.497581199363426
2019-10-04,1944.0,1903.8949,-1.0,-2.063019677935314
2019-10-05,1978.0,1903.1136,-1.0,-2.1032074351369596
2019-10-06,1886.0,1913.6361,-1.0,-3.2539884530618046
2019-10-07,1860.0,1888.7944,0.0,0.14816721069724284
2019-10-08,1794.0,1854.8671,0.0,-0.27596422421034944
2019-10-09,1732.0,1807.2133,1.0,0.736524907242893
2019-10-10,1732.0,1751.5017,1.0,1.1259647219616051
2019-10-11,1732.0,1715.9431,-1.0,-0.9270718686850463
2019-10-12,1774.0,1700.3922,-1.0,-1.8249300280564378
2019-10-13,1836.0,1712.8931,-1.0,-3.44458475725761
2019-10-14,1784.0,1752.1158,-1.0,-4.5688537730630445
2019-10-15,1743.0,1763.4956,-1.0,-1.1493494692404709
2019-10-16,1669.0,1746.4491,0.0,0.1978827699189616
2019-10-17,1669.0,1698.9883,1.0,1.796781381066507
2019-10-18,1669.0,1660.7091,0.0,-0.4967581518686339
2019-10-19,1669.0,1639.386,-1.0,-1.7743567209032356
2019-10-20,1592.0,1631.0499,-1.0,-2.2738210450681544
2019-10-21,1578.0,1600.4412,1.0,0.5302237505888819
2019-10-22,1647.0,1570.1527,0.0,-0.4972934118544043
2019-10-23,1572.0,1577.594,-1.0,-4.214086573125379
2019-10-24,1572.0,1564.0978,-1.0,-0.5026858574864822
2019-10-25,1572.0,1549.8452,-1.0,-1.4093374781329517
2019-10-26,1528.0,1540.4492,-1.0,-2.0070471533078877
2019-10-27,1528.0,1519.0033,-1.0,-0.5887895354425721
2019-10-28,1587.0,1502.1505,-1.0,-1.691720373343423
2019-10-29,1587.0,1515.0885,-1.0,-4.531285382699275
2019-10-30,1635.0,1531.1769,-1.0,-3.517524897113264
2019-10-31,1635.0,1559.9974,-1.0,-4.587312750860092
2019-11-01,1635.0,1580.9506,-1.0,-3.305776053612385
2019-11-02,1602.0,1591.2771,-1.0,-2.674183510129969
2019-11-03,1671.0,1581.747,-1.0,-1.2642354405625782
2019-11-04,1651.0,1596.2814,-1.0,-4.471491797108768
2019-11-05,1633.0,1604.2601,-1.0,-2.8310035229595703
2019-11-06,1633.0,1600.712,-1.0,-1.9772176281192588
2019-11-07,1633.0,1595.4742,-1.0,-2.297964288789804
2019-11-08,1633.0,1591.9601,-1.0,-2.5131608690868035
2019-11-09,1679.0,1590.5305,-1.0,-2.600703148920698
2019-11-10,1607.0,1607.9564,-1.0,-4.231303103130584
2019-11-11,1611.0,1596.7975,-1.0,-0.6348795674198817
2019-11-12,1619.0,1583.6632,-1.0,-1.696883425958256
2019-11-13,1693.0,1578.0338,-1.0,-2.5303388834735947
2019-11-14,1693.0,1604.8279,-1.0,-5.208040114626403
2019-11-15,1693.0,1630.4596,-1.0,-3.694058196895304
2019-11-16,1646.0,1645.9586,-1.0,-2.7785813252178087
2019-11-17,1564.0,1634.6129,-1.0,-0.6918034605672844
2019-11-18,1584.0,1588.8237,1.0,1.5871950427589514
2019-11-19,1618.0,1558.5656,-1.0,-1.6057101162997158
2019-11-20,1604.0,1557.2548,-1.0,-3.754341116057633
2019-11-21,1604.0,1559.6173,-1.0,-2.767000650229894
2019-11-22,1604.0,1562.4625,-1.0,-2.5896181786744075
2019-11-23,1602.0,1564.417,-1.0,-2.46776856686409
2019-11-24,1638.0,1564.4966,-1.0,-2.341037326388889
2019-11-25,1688.0,1577.4707,-1.0,-3.6953172695360195
2019-11-26,1692.0,1607.8021,-1.0,-4.751059003350859
2019-11-27,1719.0,1632.6284,-1.0,-3.508958748891844
2019-11-28,1719.0,1656.4032,-1.0,-3.641466070844241
2019-11-29,1719.0,1670.4238,-1.0,-2.825838968877254
2019-11-30,1796.0,1676.1155,-1.0,-2.494736561045666
2019-12-01,1828.0,1706.5217,-1.0,-4.982086385544265
2019-12-02,1789.0,1744.3538,-1.0,-4.575833710852024
2019-12-03,1791.0,1755.0085,-1.0,-1.9000254375698713
2019-12-04,1775.0,1754.9248,-1.0,-2.0142487611669457
2019-12-05,1775.0,1745.891,-1.0,-1.6399441571302817
2019-12-06,1775.0,1738.1578,-1.0,-2.0756148217429575
2019-12-07,1765.0,1734.2004,-1.0,-2.2985667913732395
2019-12-08,1794.0,1729.5122,-1.0,-2.01063982825779
2019-12-09,1845.0,1737.9435,-1.0,-3.124666586102982
2019-12-10,1839.0,1766.5502,-1.0,-4.252023257537263
2019-12-11,1826.0,1787.6464,-1.0,-2.7924762205172646
2019-12-12,1826.0,1793.588,-1.0,-1.7750266870036966
2019-12-13,1826.0,1792.8595,-1.0,-1.814923490125274
2019-12-14,1827.0,1790.3917,-1.0,-1.9500698996269168
2019-12-15,1827.0,1788.7513,-1.0,-2.0935225630302408
2019-12-16,1824.0,1788.0748,-1.0,-2.130551225968117
2019-12-17,1795.0,1786.9481,-1.0,-2.0313530637506854
2019-12-18,1791.0,1775.2366,-1.0,-1.1010266147284122
2019-12-19,1791.0,1763.7444,-1.0,-1.5218098958333335
2019-12-20,1791.0,1756.8661,-1.0,-1.9058576846908153
2019-12-21,1832.0,1754.069,-1.0,-2.0620340744521215
2019-12-22,1822.0,1769.2434,-1.0,-3.425578154851255
2019-12-23,1900.0,1779.7637,-1.0,-2.318129973929748
2019-12-24,1987.0,1814.6831,-1.0,-4.490362870065789
2019-12-25,2052.0,1875.9694,-1.0,-5.587853027098013
2019-12-26,2052.0,1945.5947,-1.0,-5.185442175316765
2019-12-27,2052.0,1990.2195,-1.0,-3.0107464706688596
2019-12-28,2145.0,2010.1364,-1.0,-2.0401387651529
2019-12-29,2181.0,2050.8447,-1.0,-4.389523237179487
2019-12-30,2238.0,2095.277,-1.0,-3.9304401829722604
2019-12-31,2165.0,2145.7998,-1.0,-4.119758503686327
2020-01-01,2133.0,2150.549,-1.0,-0.6674793410796767
2020-01-02,2133.0,2128.9746,0.0,-0.18871967299578057
2020-01-03,2133.0,2109.0417,-1.0,-1.1232185632032348
2020-01-04,2027.0,2098.119,-1.0,-1.6353072440518048
2020-01-05,1926.0,2054.148,1.0,1.3393166856808092
2020-01-06,1926.0,1980.4132,1.0,2.825192523770119
2020-01-07,1838.0,1927.9037,0.0,0.09884146019924714
2020-01-08,1802.0,1868.6188,1.0,1.6658745600686888
2020-01-09,1802.0,1817.3972,1.0,0.8544515425568812
2020-01-10,1802.0,1788.5457,-1.0,-0.746634056777192
2020-01-11,1838.0,1777.0784,-1.0,-1.3829983828731964
2020-01-12,1929.0,1788.3318,-1.0,-2.702296675224429
2020-01-13,2024.0,1835.683,-1.0,-4.837585101169648
2020-01-14,2115.0,1910.2458,-1.0,-5.6202643473628955
2020-01-15,2191.0,1997.3632,-1.0,-5.562025570700355
2020-01-16,2191.0,2082.16,-1.0,-4.967598717052716
2020-01-17,2191.0,2132.0227,-1.0,-2.6917980338601097
2020-01-18,2288.0,2151.682,-1.0,-1.7945283082781835
2020-01-19,2273.0,2192.1155,-1.0,-4.1907570578835225
2020-01-20,2284.0,2216.6736,-1.0,-2.4780649368950725
2020-01-21,2283.0,2232.1624,-1.0,-2.2695992331162436
2020-01-22,2369.0,2239.5125,-1.0,-1.9048422614159
2020-01-23,2369.0,2276.0422,-1.0,-3.9239241735700716
2020-01-24,2369.0,2307.3628,-1.0,-2.601823851044745
2020-01-25,2485.0,2326.0273,-1.0,-1.813957629801604
2020-01-26,2599.0,2379.6626,-1.0,-4.238929671780684
2020-01-27,2684.0,2466.8389,-1.0,-5.085076291362062
2020-01-28,2782.0,2562.7563,-1.0,-4.517274677486959
2020-01-29,2782.0,2661.9453,-1.0,-4.315409327821711
2020-01-30,2782.0,2722.7705,-1.0,-2.1290255998382457
2020-01-31,2782.0,2748.82,-1.0,-1.1926646887356218
2020-02-01,2782.0,2754.938,-1.0,-0.9727538360442128
2020-02-02,3064.0,2753.5784,-1.0,-1.021625839661215
2020-02-03,3217.0,2862.7043,-1.0,-6.569701510994615
2020-02-04,3213.0,3020.7446,-1.0,-6.100571062907989
2020-02-05,3282.0,3129.1924,-1.0,-2.6083914468565204
2020-02-06,3282.0,3208.747,-1.0,-2.2319600757922
2020-02-07,3282.0,3248.309,-1.0,-1.0265361964884216
2020-02-08,3140.0,3261.146,-1.0,-0.6354053597273005
2020-02-09,3084.0,3205.478,1.0,2.085287495023885
2020-02-10,2944.0,3132.5044,1.0,1.5727754387564852
2020-02-11,2944.0,3030.0874,1.0,2.9241644817849863
2020-02-12,2959.0,2962.7207,1.0,0.6358934485394022
2020-02-13,2959.0,2939.6514,-1.0,-0.6538909365495099
2020-02-14,2959.0,2939.7085,-1.0,-0.651960253675228
2020-02-15,2826.0,2947.2024,0.0,-0.3987025151022305
2020-02-16,2895.0,2901.4177,1.0,2.6687092926176574
2020-02-17,2833.0,2886.0195,0.0,-0.31020617443868737
2020-02-18,2930.0,2859.5269,1.0,0.9363521167931521
2020-02-19,3020.0,2878.097,-1.0,-1.7714360468216723
2020-02-20,3020.0,2936.3245,-1.0,-2.7707131493170527
2020-02-21,3020.0,2981.6255,-1.0,-1.2706791959850994
2020-02-22,2957.0,3004.547,-1.0,-0.5116847966680463
2020-02-23,3096.0,2986.2207,1.0,0.9881874577274263
2020-02-24,3127.0,3018.1174,-1.0,-2.515586833313146
2020-02-25,3186.0,3062.8027,-1.0,-2.0529985809082185
2020-02-26,3104.0,3116.813,-1.0,-2.171594843651915
2020-02-27,3104.0,3119.335,0.0,0.4940386899967783
2020-02-28,3104.0,3106.9548,0.0,0.09519439382651416
